id,father_height,mother_height,boy_dummy,prediction
5260,1.68,1.59,0,1.6285515081081647
5261,1.76,1.68,0,1.6705647063472693
5265,1.75,1.69,0,1.671680363110044
5266,1.75,1.6,0,1.6447129471646478
5270,1.76,1.68,0,1.6705647063472693
5272,1.68,1.63,0,1.6405370263061185
5275,1.68,1.66,0,1.649526164954584
5280,1.72,1.64,0,1.6510562970024611
5284,1.75,1.66,0,1.6626912244615788
5285,1.81,1.59,0,1.6530009043354406
5287,1.77,1.68,0,1.6724454291339828
5288,1.77,1.66,0,1.6664526700350057
5289,1.81,1.64,0,1.667982802082883
5290,1.77,1.62,0,1.654467151837052
5292,1.84,1.65,0,1.6766213499925122
5297,1.65,1.64,0,1.6378912374954664
5303,1.75,1.64,0,1.6566984653626018
5304,1.66,1.64,0,1.6397719602821799
5306,1.71,1.61,0,1.6401864355672822
5308,1.88,1.54,0,1.6511840660949928
5309,1.76,1.57,0,1.637604531302896
5311,1.72,1.55,0,1.6240888810570648
5312,1.78,1.67,0,1.671329772371208
5313,1.69,1.64,0,1.6454141286423205
5315,1.7,1.64,0,1.647294851429034
5316,1.68,1.61,0,1.6345442672071417
5317,1.72,1.72,0,1.675027333398369
5321,1.78,1.65,0,1.665337013272231
5326,1.72,1.66,0,1.6570490561014382
5327,1.71,1.6,0,1.6371900560177939
5330,1.78,1.77,0,1.7012935678660925
5331,1.76,1.64,0,1.6585791881493153
5332,1.72,1.69,0,1.6660381947499037
5333,1.71,1.61,0,1.6401864355672822
5336,1.72,1.56,0,1.6270852606065533
5344,1.78,1.53,0,1.6293804586783691
5345,1.76,1.62,0,1.6525864290503383
5346,1.77,1.66,0,1.6664526700350057
5347,1.68,1.65,0,1.6465297854050955
5349,1.7,1.67,0,1.6562839900774995
5350,1.75,1.68,0,1.6686839835605558
5351,1.64,1.62,0,1.630017755609776
5352,1.8,1.66,0,1.6720948383951464
5357,1.7,1.63,0,1.6442984718795457
5358,1.74,1.6,0,1.6428322243779343
5359,1.67,1.59,0,1.6266707853214513
5360,1.72,1.59,0,1.6360743992550186
5366,1.7,1.69,0,1.6622767491764765
5368,1.71,1.53,0,1.6162153991713744
5375,1.72,1.69,0,1.6660381947499037
5376,1.73,1.73,0,1.6799044357345712
5378,1.78,1.65,0,1.665337013272231
5382,1.68,1.58,0,1.625555128558676
5386,1.77,1.55,0,1.6334924949906324
5388,1.73,1.62,0,1.6469442606901978
5390,1.72,1.52,0,1.6150997424085993
5391,1.74,1.67,0,1.6638068812243536
5395,1.67,1.6,0,1.6296671648709395
5396,1.81,1.54,0,1.638019006587998
5399,1.65,1.64,0,1.6378912374954664
5401,1.79,1.49,0,1.6192756632671288
5403,1.8,1.61,0,1.6571129406477039
5404,1.75,1.65,0,1.6596948449120903
5405,1.73,1.65,0,1.6559333993386631
5406,1.7,1.59,0,1.6323129536815917
5411,1.77,1.63,0,1.6574635313865405
5412,1.66,1.66,0,1.6457647193811569
5415,1.83,1.66,0,1.677737006755287
5417,1.67,1.62,0,1.6356599239699166
5418,1.78,1.58,0,1.6443623564258116
5420,1.82,1.67,0,1.6788526635180618
5427,1.78,1.62,0,1.6563478746237654
5430,1.7,1.58,0,1.6293165741321032
5433,1.75,1.61,0,1.6477093267141365
5434,1.72,1.72,0,1.675027333398369
5437,1.74,1.63,0,1.6518213630263996
5438,1.73,1.63,0,1.6499406402396861
5439,1.82,1.57,0,1.6488888680231772
5440,1.69,1.62,0,1.6394213695433435
5441,1.76,1.66,0,1.6645719472482923
5442,1.75,1.6,0,1.6447129471646478
5443,1.75,1.67,0,1.665687604011067
5444,1.73,1.61,0,1.643947881140709
5449,1.8,1.65,0,1.6690984588456579
5451,1.72,1.61,0,1.6420671583539956
5454,1.71,1.6,0,1.6371900560177939
5456,1.73,1.69,0,1.6679189175366171
5457,1.79,1.66,0,1.670214115608433
5458,1.76,1.56,0,1.6346081517534075
5460,1.81,1.59,0,1.6530009043354406
5463,1.72,1.66,0,1.6570490561014382
5466,1.7,1.65,0,1.6502912309785227
5469,1.75,1.69,0,1.671680363110044
5470,1.73,1.64,0,1.6529370197891746
5472,1.66,1.62,0,1.633779201183203
5473,1.73,1.55,0,1.6259696038437783
5474,1.78,1.65,0,1.665337013272231
5475,1.75,1.58,0,1.6387201880656708
5477,1.71,1.64,0,1.6491755742157475
5478,1.72,1.54,0,1.6210925015075763
5480,1.78,1.64,0,1.6623406337227422
5483,1.71,1.71,0,1.670150231062167
5484,1.72,1.6,0,1.6390707788045074
5487,1.73,1.58,0,1.6349587424922438
5493,1.75,1.57,0,1.6357238085161825
5494,1.67,1.68,0,1.6536382012668476
5497,1.76,1.64,0,1.6585791881493153
5501,1.71,1.61,0,1.6401864355672822
5502,1.74,1.59,0,1.6398358448284458
5505,1.77,1.54,0,1.6304961154411441
5507,1.74,1.67,0,1.6638068812243536
5511,1.68,1.52,0,1.6075768512617452
5512,1.73,1.64,0,1.6529370197891746
5513,1.73,1.64,0,1.6529370197891746
5514,1.7,1.61,0,1.6383057127805687
5515,1.75,1.64,0,1.6566984653626018
5516,1.75,1.63,0,1.6537020858131133
5519,1.71,1.61,0,1.6401864355672822
5520,1.78,1.59,0,1.6473587359753
5524,1.69,1.65,0,1.648410508191809
5525,1.77,1.68,0,1.6724454291339828
5526,1.79,1.61,0,1.6552322178609904
5530,1.72,1.64,0,1.6510562970024611
5534,1.74,1.68,0,1.666803260773842
5536,1.67,1.56,0,1.6176816466729855
5537,1.73,1.55,0,1.6259696038437783
5538,1.73,1.66,0,1.6589297788881516
5541,1.72,1.66,0,1.6570490561014382
5542,1.79,1.6,0,1.6522358383115021
5543,1.74,1.59,0,1.6398358448284458
5544,1.78,1.63,0,1.659344254173254
5547,1.72,1.69,0,1.6660381947499037
5549,1.8,1.52,0,1.6301455247023076
5551,1.75,1.66,0,1.6626912244615788
5556,1.79,1.65,0,1.6672177360589444
5557,1.75,1.62,0,1.6507057062636248
5558,1.67,1.56,0,1.6176816466729855
5561,1.76,1.52,0,1.6226226335554537
5564,1.73,1.66,0,1.6589297788881516
5566,1.76,1.65,0,1.6615755676988038
5568,1.69,1.58,0,1.6274358513453897
5570,1.75,1.61,0,1.6477093267141365
5571,1.7,1.68,0,1.659280369626988
5572,1.67,1.63,0,1.638656303519405
5575,1.67,1.66,0,1.6476454421678706
5576,1.8,1.62,0,1.6601093201971926
5578,1.7,1.64,0,1.647294851429034
5579,1.71,1.64,0,1.6491755742157475
5582,1.72,1.64,0,1.6510562970024611
5584,1.67,1.67,0,1.6506418217173588
5586,1.77,1.61,0,1.6514707722875634
5589,1.72,1.69,0,1.6660381947499037
5590,1.74,1.6,0,1.6428322243779343
5591,1.78,1.65,0,1.665337013272231
5597,1.73,1.73,0,1.6799044357345712
5600,1.81,1.75,0,1.7009429771272564
5601,1.75,1.63,0,1.6537020858131133
5602,1.7,1.61,0,1.6383057127805687
5606,1.69,1.65,0,1.648410508191809
5609,1.71,1.59,0,1.6341936764683052
5611,1.7,1.64,0,1.647294851429034
5612,1.74,1.66,0,1.6608105016748653
5614,1.66,1.62,0,1.633779201183203
5621,1.82,1.67,0,1.6788526635180618
5622,1.65,1.59,0,1.6229093397480239
5623,1.77,1.55,0,1.6334924949906324
5624,1.72,1.64,0,1.6510562970024611
5625,1.69,1.63,0,1.6424177490928322
5626,1.72,1.65,0,1.6540526765519497
5636,1.79,1.63,0,1.6612249769599674
5638,1.68,1.58,0,1.625555128558676
5641,1.7,1.64,0,1.647294851429034
5642,1.81,1.58,0,1.650004524785952
5643,1.76,1.66,0,1.6645719472482923
5644,1.69,1.67,0,1.654403267290786
5645,1.82,1.66,0,1.6758562839685736
5648,1.7,1.67,0,1.6562839900774995
5649,1.77,1.61,0,1.6514707722875634
5651,1.64,1.59,0,1.6210286169613104
5652,1.7,1.73,0,1.6742622673744305
5655,1.8,1.64,0,1.6661020792961694
5657,1.7,1.57,0,1.6263201945826147
5658,1.73,1.64,0,1.6529370197891746
5659,1.76,1.72,0,1.6825502245452233
5660,1.81,1.64,0,1.667982802082883
5661,1.77,1.6,0,1.648474392738075
5662,1.79,1.7,0,1.6821996338063867
5664,1.76,1.66,0,1.6645719472482923
5665,1.72,1.66,0,1.6570490561014382
5666,1.66,1.68,0,1.6517574784801339
5667,1.78,1.65,0,1.665337013272231
5671,1.78,1.56,0,1.6383695973268346
5672,1.71,1.69,0,1.6641574719631902
5673,1.73,1.56,0,1.6289659833932668
5674,1.7,1.67,0,1.6562839900774995
5675,1.78,1.63,0,1.659344254173254
5676,1.72,1.66,0,1.6570490561014382
5679,1.86,1.66,0,1.6833791751154277
5682,1.75,1.63,0,1.6537020858131133
5684,1.64,1.63,0,1.6330141351592644
5687,1.74,1.61,0,1.6458286039274228
5688,1.77,1.68,0,1.6724454291339828
5691,1.74,1.63,0,1.6518213630263996
5692,1.83,1.67,0,1.6807333863047755
5699,1.72,1.68,0,1.663041815200415
5700,1.74,1.68,0,1.666803260773842
5701,1.74,1.62,0,1.6488249834769113
5702,1.69,1.63,0,1.6424177490928322
5704,1.62,1.58,0,1.614270791838395
5706,1.74,1.57,0,1.6338430857294688
5707,1.73,1.61,0,1.643947881140709
5708,1.68,1.67,0,1.6525225445040723
5715,1.64,1.6,0,1.6240249965107991
5717,1.77,1.61,0,1.6514707722875634
5722,1.79,1.58,0,1.646243079212525
5723,1.72,1.63,0,1.6480599174529726
5724,1.76,1.56,0,1.6346081517534075
5725,1.71,1.67,0,1.6581647128642132
5726,1.76,1.68,0,1.6705647063472693
5735,1.73,1.64,0,1.6529370197891746
5737,1.76,1.66,0,1.6645719472482923
5739,1.66,1.66,0,1.6457647193811569
5741,1.68,1.65,0,1.6465297854050955
5742,1.64,1.58,0,1.6180322374118221
5748,1.74,1.65,0,1.6578141221253766
5751,1.74,1.52,0,1.6188611879820263
5752,1.71,1.66,0,1.6551683333147245
5753,1.81,1.7,0,1.6859610793798139
5754,1.8,1.66,0,1.6720948383951464
5756,1.65,1.62,0,1.6318984783964896
5760,1.71,1.63,0,1.6461791946662592
5761,1.73,1.6,0,1.6409515015912208
5763,1.69,1.65,0,1.648410508191809
5764,1.7,1.69,0,1.6622767491764765
5765,1.9,1.64,0,1.6849093071633048
5768,1.75,1.67,0,1.665687604011067
5769,1.72,1.61,0,1.6420671583539956
5770,1.76,1.64,0,1.6585791881493153
5772,1.72,1.5,0,1.6091069833096223
5773,1.73,1.59,0,1.6379551220417323
5775,1.76,1.68,0,1.6705647063472693
5776,1.67,1.65,0,1.6446490626183818
5778,1.87,1.66,0,1.6852598979021411
5782,1.74,1.64,0,1.6548177425758883
5784,1.66,1.6,0,1.627786442084226
5785,1.67,1.66,0,1.6476454421678706
5789,1.74,1.61,0,1.6458286039274228
5794,1.7,1.69,0,1.6622767491764765
5795,1.82,1.57,0,1.6488888680231772
5801,1.68,1.59,0,1.6285515081081647
5802,1.73,1.68,0,1.6649225379871286
5804,1.7,1.69,0,1.6622767491764765
5805,1.74,1.68,0,1.666803260773842
5806,1.66,1.66,0,1.6457647193811569
5808,1.64,1.62,0,1.630017755609776
5810,1.7,1.7,0,1.665273128725965
5812,1.69,1.52,0,1.609457574048459
5813,1.73,1.62,0,1.6469442606901978
5819,1.75,1.74,0,1.6866622608574866
5820,1.89,1.63,0,1.6800322048271028
5825,1.76,1.68,0,1.6705647063472693
5827,1.71,1.61,0,1.6401864355672822
5828,1.83,1.61,0,1.6627551090078447
5831,1.76,1.7,0,1.6765574654462463
5833,1.62,1.6,0,1.620263550937372
5834,1.75,1.63,0,1.6537020858131133
5840,1.69,1.59,0,1.6304322308948782
5844,1.67,1.67,0,1.6506418217173588
5845,1.69,1.68,0,1.6573996468402745
5846,1.71,1.64,0,1.6491755742157475
5848,1.79,1.63,0,1.6612249769599674
5851,1.85,1.63,0,1.6725093136802487
5852,1.77,1.64,0,1.6604599109360287
5856,1.78,1.56,0,1.6383695973268346
5857,1.82,1.53,0,1.6369033498252232
5858,1.81,1.59,0,1.6530009043354406
5859,1.79,1.68,0,1.6762068747074097
5860,1.8,1.64,0,1.6661020792961694
5862,1.74,1.64,0,1.6548177425758883
5864,1.73,1.64,0,1.6529370197891746
5865,1.68,1.6,0,1.631547887657653
5866,1.84,1.69,0,1.688606868190466
5867,1.76,1.72,0,1.6825502245452233
5868,1.74,1.63,0,1.6518213630263996
5870,1.73,1.56,0,1.6289659833932668
5872,1.81,1.62,0,1.661990042983906
5873,1.79,1.59,0,1.6492394587620134
5876,1.71,1.63,0,1.6461791946662592
5877,1.83,1.71,0,1.6927189045027293
5878,1.71,1.65,0,1.6521719537652362
5879,1.69,1.65,0,1.648410508191809
5881,1.81,1.63,0,1.6649864225333944
5882,1.73,1.65,0,1.6559333993386631
5883,1.73,1.67,0,1.6619261584376401
5884,1.81,1.58,0,1.650004524785952
5886,1.69,1.57,0,1.6244394717959012
5887,1.68,1.63,0,1.6405370263061185
5889,1.72,1.61,0,1.6420671583539956
5890,1.78,1.58,0,1.6443623564258116
5891,1.74,1.74,0,1.684781538070773
5892,1.76,1.58,0,1.6406009108523845
5894,1.77,1.65,0,1.6634562904855175
5895,1.64,1.61,0,1.6270213760602874
5896,1.77,1.63,0,1.6574635313865405
5897,1.72,1.59,0,1.6360743992550186
5898,1.76,1.65,0,1.6615755676988038
5899,1.75,1.64,0,1.6566984653626018
5901,1.66,1.62,0,1.633779201183203
5902,1.69,1.65,0,1.648410508191809
5903,1.65,1.64,0,1.6378912374954664
5904,1.76,1.62,0,1.6525864290503383
5906,1.74,1.63,0,1.6518213630263996
5907,1.72,1.56,0,1.6270852606065533
5910,1.73,1.68,0,1.6649225379871286
5915,1.77,1.69,0,1.6754418086834713
5916,1.77,1.68,0,1.6724454291339828
5917,1.72,1.68,0,1.663041815200415
5919,1.76,1.67,0,1.6675683267977808
5920,1.71,1.61,0,1.6401864355672822
5923,1.69,1.68,0,1.6573996468402745
5924,1.7,1.64,0,1.647294851429034
5926,1.7,1.68,0,1.659280369626988
5928,1.8,1.61,0,1.6571129406477039
5930,1.74,1.6,0,1.6428322243779343
5934,1.76,1.68,0,1.6705647063472693
5935,1.78,1.63,0,1.659344254173254
5936,1.7,1.64,0,1.647294851429034
5938,1.66,1.62,0,1.633779201183203
5940,1.7,1.6,0,1.6353093332310802
5941,1.84,1.63,0,1.6706285908935352
5942,1.75,1.62,0,1.6507057062636248
5943,1.72,1.55,0,1.6240888810570648
5944,1.65,1.62,0,1.6318984783964896
5951,1.74,1.68,0,1.666803260773842
5952,1.81,1.64,0,1.667982802082883
5956,1.86,1.7,0,1.6953646933133815
5957,1.74,1.67,0,1.6638068812243536
5958,1.71,1.57,0,1.6282009173693281
5960,1.71,1.66,0,1.6551683333147245
5961,1.74,1.62,0,1.6488249834769113
5963,1.68,1.65,0,1.6465297854050955
5964,1.65,1.73,0,1.664858653440863
5966,1.76,1.58,0,1.6406009108523845
5967,1.71,1.71,0,1.670150231062167
5968,1.74,1.66,0,1.6608105016748653
5969,1.72,1.64,0,1.6510562970024611
5972,1.68,1.63,0,1.6405370263061185
5975,1.76,1.67,0,1.6675683267977808
5977,1.69,1.57,0,1.6244394717959012
5979,1.7,1.57,0,1.6263201945826147
5981,1.66,1.55,0,1.6128045443367836
5982,1.64,1.61,0,1.6270213760602874
5983,1.79,1.63,0,1.6612249769599674
5984,1.71,1.68,0,1.6611610924137015
5986,1.73,1.59,0,1.6379551220417323
5991,1.72,1.58,0,1.6330780197055303
5993,1.81,1.7,0,1.6859610793798139
5997,1.83,1.69,0,1.6867261454037525
5998,1.79,1.63,0,1.6612249769599674
5999,1.75,1.61,0,1.6477093267141365
